chapter,word,translate,phonetic
章11-1,previous major,adj. 先前的主修专业；n. 前一个主修科目,ˈpriːviəs ˈmeɪdʒə(r)
章11-1,previous working experience,n. 先前的工作经验；以往的工作经历,ˈpriːviəs ˈwɜːkɪŋ ɪkˈspɪəriəns
章11-1,decoration balloons,n. 装饰用的气球；用于庆典或活动布置的彩色气球,dɛkəˈreɪʃən bəˈluːn
章11-1,vegetable burger,phrase. 蔬菜汉堡,ˈvedʒtəb(ə)l ˈbɜːɡə(r)
章11-1,safety regulations,phrase. 安全条例,ˈseɪfti reɡjʊˈleɪʃ(ə)nz
章11-1,return tickets,phrase. 返程票,rɪˈtɜːn ˈtɪkɪts
章11-1,error message,phrase. 错误信息,ˈerə mesɪdʒ
章11-1,customer service officer,n. 客户服务人员；负责处理客户咨询、投诉及提供服务支持的工作人员,ˈkʌstəmə sɜːvɪs ˈɒfɪsə(r)
章11-1,garden room,n. 花园房；建在花园中的独立小屋，通常用作休闲室、办公室或客房,ˈɡɑːdn ruːm
章11-1,sleeping bag,phrase. 睡袋,ˈsliːpɪŋ bæɡ
章11-1,isolated spot,n. 偏僻的地点；与世隔绝之处；孤立的小点,ˈaɪsəleɪtɪd spɒt
章11-1,washing machine,phrase. 洗衣机,ˈwɒʃɪŋ məʃiːn
章11-1,car number,n. 汽车牌照号码；车辆编号,kɑː 'nʌmbə
章11-1,group trip,phrase. 团队游,ɡruːp trɪp
章11-1,self drive,adj. 自驾的；自行驾驶的（尤指租车服务）,ˌself ˈdraɪv
章11-1,non-smoking room,n. 无烟房间；禁止吸烟的客房,nɒn ˈsməʊkɪŋ ruːm
章11-1,culture centre,n. 文化中心,ˈkʌltʃə ˈsɛntə
章11-1,dreamtime under stars,n. 在星空下的梦幻时光；指在夜晚星空下做梦或沉思的宁静时刻,drēmtīm ˈʌndə stɑːz
章11-1,modern authors,n. 现代作家；当代作者,ˈmɒdn ˈɔːθəz
章11-1,long stick,phrase. 长棍子,lɒŋ stɪk
章11-1,free parking,phrase. 免费停车,friː ˈpɑːkɪŋ
章11-1,weekly return,n. 周报；每周收益；每周回报,ˈwiːkli rɪˈtɜːn
章11-1,extra room,n. 额外的空间；多余的房间,ˈekstrə rʊm
章11-1,bank transfer,phrase. 银行间的转帐； 银行汇款,bæŋk trænsˈfɜː
章11-1,short time,n. 很短的时间；短暂的期间,ˌʃɔːt ˈtaɪm
章11-1,required date,n. 要求日期；规定日期；必填日期,rɪˈkwaɪəd deɪt
章11-1,accommodation type,n. 住宿类型；指居住或停留的场所种类，如酒店、公寓、民宿等,/əˌkɒm.əˈdeɪ.ʃən taɪp/
章11-1,bills and meals,n. 账单和餐食,bɪlz ənd miːlz
章11-1,sports center,n.体育中心,ˈspɔːts ˈsɛntə(r)
章11-1,roadrunners,n.哔哔鸟,ˈrəʊdrʌnə(r)
章11-1,job requirement,n. 职位要求；工作要求,dʒɒb rɪˈkwaɪəmənt
章11-1,current occupation,n. 当前的职业；目前的工作,ˈkʌrənt ˌɒkjuˈpeɪʃn
章11-1,length of stay,n. 住院时长；停留时间；逗留期限,leŋθ əv steɪ
章11-1,type of accommodation,n. 住宿类型；居住设施种类,/taɪp əv əˌkɒməˈdeɪʃn/
章11-1,Spring Park,n. 春季公园；春天时开放或景色宜人的公园,sprɪŋ pɑːk
章11-1,starting date,n. 开始日期；起始日,/ˈstɑːtɪŋ deɪt/
章11-1,reference number,phrase. 咨询号码；参考号码,ˈrefrəns ˈnʌmbə(r)
章11-1,estimated value,n. 估计值；估算价值,ˈestɪmeɪtɪd ˈvæljuː
章11-1,family use,n. 家庭使用；供家庭使用的,ˈfæm.əl.i juːs
章11-1,safety check,phrase. 安全检查,ˈseɪfti tʃek
章11-1,preferred equipment,adj. 首选的设备；优先选用的装备,prɪˈfɜːd ɪˈkwɪpmənt
章11-1,flight service,n. 航班服务；飞行服务,ˈflaɪt ˈsɜːvɪs
章11-1,off-peak time,n. 非高峰时间；低谷时段,ɒf piːk taɪm
章11-1,maximum price,n. 最高价格；价格上限,/ˈmæksɪməm praɪs/
章11-1,helicopter trip,n. 直升机旅行；乘坐直升机的行程,ˈhelɪkɒptə trɪp
章11-1,membership number,n. 会员编号；成员号码,ˈmembəʃɪp ˈnʌmbə(r)
章11-1,organic food,phrase. 有机食品,ɔːˈɡænɪk fuːd
章11-1,sports equipment,phrase. 运动器材,spɔːts ɪˈkwɪpmənt
章11-1,poor quality,n. 劣质；差质量,pɔː ˈkwɒləti
章11-1,fresh products,adj. + n. 新鲜的产品；指刚生产或收获、未变质的食品或其他商品,/frɛʃ ˈprɒdʌkts/
章11-1,organic farming,phrase. 有机农业,ɔːˈɡænɪk ˈfɑːmɪŋ
章11-1,cycling route,n. 自行车道；骑行路线,ˈsaɪklɪŋ ruːt
章11-1,language skill,phrase. 语言技能,ˈlæŋɡwɪdʒ skɪl
章11-1,group discount,n. 团体折扣；集体优惠,ɡruːp ˈdɪskaʊnt
章11-1,night flight,n. 夜间航班；夜航,naɪt flaɪt
章11-1,white mountain,n. 白山（常指美国新罕布什尔州的白山山脉，或泛指白雪覆盖的山）,waɪt ˈmaʊntɪn
章11-1,dust bag,phrase. 集尘袋,dʌst bæɡ
章11-1,golf court,phrase. 高尔夫球场,ɡɒlf kɔːt
章11-1,rock climbing,phrase. 攀岩运动,ˈrɒk klaɪmɪŋ
章11-1,friendly faces,n. 友好的面孔；友善的人们,/ˈfrɛndli ˈfeɪsɪz/
章11-1,no nuts,phr. 不含坚果；无坚果,nəʊ nʌts
章11-1,grocery stores,n. 杂货店；食品杂货商店,ˈɡrəʊsəri stɔːz
章11-1,egg cartons,n. 鸡蛋盒；蛋托（用于盛放鸡蛋的纸质或塑料容器）,ˈɛɡ ˈkɑːtənz
章11-1,juice bottles,phrase. 果汁瓶,dʒuːs ˈbɒt(ə)lz
章11-1,electricity supply,phrase. 电力供应,ɪˌlekˈtrɪsəti səˈplaɪ
章11-1,protection policy,phrase. 保护政策,prəˈtekʃ(ə)n ˈpɒləsi
章11-1,group booking discount,n. 团体预订折扣；集体订票优惠,ɡruːp ˈbʊkɪŋ ˈdɪskaʊnt
章11-1,sick pay,phrase. 病假工资,ˈsɪk peɪ
章11-1,van driver,n. 货车司机；驾驶厢式货车的人,væn ˈdraɪvə(r)
章11-1,leather shoes,n. 皮鞋,ˈlɛðə ʃuːz
章11-1,advertising company,n. 广告公司,ədˈvɜːtɪzɪŋ ˈkʌmpəni
章11-1,teaching venue,n. 教学场所；授课地点,ˈtiːtʃɪŋ ˈvenjuː
章11-1,total payment,n. 总付款；应付总额,/ˈtəʊt(ə)l ˈpeɪmənt/
章11-1,vegetarian food,n. 素食；不含肉类或鱼类的食物,ˌvedʒəˈteəriən fuːd
章11-1,different performers,adj. + n. 不同的表演者,ˈdɪfrənt pəˈfɔːməz
章11-1,new opera,n. 新歌剧；现代歌剧；新式歌剧作品,njuː ˈɒprə
章11-1,fridge model,n. 冰箱型号；指冰箱的具体型号或款式,frɪdʒ ˈmɒdl
章11-1,top mount,n. 顶置安装；顶部支架；上部固定装置,tɒp maʊnt
章11-1,financial loss,n. 财务损失；经济损失,/faɪˈnænʃəl lɒs/
章11-1,on the rack,架子上、遭受极大痛苦；处于极度焦虑或折磨之中,ɒn ðə ræk
章11-1,long strap,n. 长带子；长肩带；长皮带,lɒŋ stræp
章11-1,leather jacket,n. 皮夹克；皮外套,ˈlɛðə ˈdʒækɪt
章11-1,total value,n. 总价值；总值,/ˈtəʊtəl ˈvæljuː/
章11-1,public outskirts,n. 城市外围的公共区域；公共郊区,ˈaʊtskɜːts
章11-1,customer service,n. 客户服务；顾客服务,ˌkʌstəmə ˈsɜːvɪs
章11-1,international express,phrase. 国际快递,ˌɪntəˈnæʃnəl ɪkˈspres
章11-1,postal fee,n. 邮资；邮政费用,ˈpəʊstl fiː
章11-1,lost mails,n. 丢失的邮件；遗失的信件,lɒst meɪlz
章11-1,id code numbers,n. 身份识别码；身份代码编号,aɪ diː kəʊd ˈnʌmbəz
章11-1,student discount,n. 学生折扣；专为学生提供的价格优惠,ˈstjuːdnt dɪskaʊnt
章11-1,comfortable shoes,phrase. 舒适的鞋子,ˈkʌmfətəb(ə)l ʃuːz
章11-1,daytime class,n. 白天的课程；日间班,ˈdeɪtaɪm klɑːs
章11-1,value of money,n. 货币价值；金钱的购买力或效用,/ˈvæljuː əv ˈmʌni/
章11-1,in transit,phr. 在运输中；在途中；在转运过程中,ɪn ˈtrænzɪt
章11-1,length of waiting,n. 等待时长；等候时间,leŋθ əv ˈweɪtɪŋ
章11-1,electronic game centre,n. 电子游戏中心；电子游乐场,ɪˌlekˈtrɒnɪk ɡeɪm ˈsɛntə
章11-1,free recipe,adj. 免费的食谱；无需付费即可获取的烹饪配方,friː ˈresəpi
章11-1,asian cooking class,n. 亚洲烹饪课程；教授亚洲菜系制作方法的烹饪班,/ˈeɪʒən ˈkʊkɪŋ klɑːs/
章11-1,conference centre,phrase. 会议中心,ˈkɒnfərəns ˈsentə(r)
章11-1,business companies,n. 商业公司；从事商业活动的企业组织,ˈbɪznəs ˈkʌmpəniz
章11-1,inconvenient location,n. 不方便的地点；位置不便之处,/ˌɪnkənˈviːniənt ləʊˈkeɪʃən/
章11-1,basic package,n. 基本套餐；基础组合,/ˈbeɪsɪk ˈpækɪdʒ/
章11-1,good performance,n. 良好的表现；出色的发挥,/ɡʊd pəˈfɔːməns/
章11-1,public show,n. 公开演出；公开展示；公众表演,ˈpʌblɪk ʃəʊ
章11-1,vocal class,n. 声乐课；发声训练课程,ˈvəʊkl klɑːs
章11-1,course fee,n. 课程费用；学费,kɔːs fiː
章11-1,personal tutor,phrase. 个人导师；私人导师,ˈpɜːsən(ə)l ˈtjuːtə(r)
章11-1,ozone layer,phrase. 臭氧层,ˈəʊzəʊn leɪə(r)
章11-1,coastal roads,n. 沿海道路；沿海岸线修建的道路,ˈkəʊstl rəʊdz
章11-1,changing room,phrase. 更衣室,ˈtʃeɪndʒɪŋ ruːm
章11-1,extra transportation cost,n. 额外的运输费用；附加的交通成本,ˈekstrə ˌtrænspɔːˈteɪʃən kɒst
章11-1,personal use,phrase. 个人使用；私用,ˈpɜːsən(ə)l juːz
章11-1,side gate,phrase. 侧门,saɪd ɡeɪt
章11-1,green ride,n. 绿色出行；环保的骑行或交通方式,ɡriːn raɪd
章11-1,child seat,n. 儿童座椅,ˈtʃaɪld siːt
章11-1,job agency,n. 职业介绍所；就业服务机构,dʒɒb ˈeɪdʒənsi
章11-1,temporary staff,phrase. 临时工,ˈtemprəri stɑːf
章11-1,registration process,n. 注册流程；登记程序,ˌredʒɪˈstreɪʃən ˈprəʊsɛs
章11-1,agency representatives,n. 机构代表；代理机构的代表人员,/ˈeɪdʒənsi ˌrɛprɪˈzɛntətɪvz/
章11-1,interpersonal skills,n. 人际交往能力；人际沟通技巧,ˌɪntəˈpəːsənl skɪlz
章11-1,computer literate,phrase. 懂电脑；电脑操作技术,kəmˈpjuːtə ˈlɪtərət
章11-1,season ticket,n. 季票；（在一定期限内可多次使用的）通票,ˈsiːz(ə)n tɪkɪt
章11-1,roadrunner,n.走鹃,ˈrəʊdrʌnə(r)
章11-2,canoe,n. 独木舟,kəˈnuː
章11-2,labels,n. 标签；“label”的复数； v. 贴标签；,ˈleɪb(ə)lz
章11-2,luxury,n. 奢华；奢侈品；难得的享受；,ˈlʌkʃəri
章11-2,lock up,adj.带锁的,ˈlɒk ʌp
章11-2,ferries,n.轮渡,ˈferiz
章11-2,comfortable,adj. 舒适的；安逸的；,ˈkʌmfətəb(ə)l
章11-2,preservation,n. 保存；维持；,ˌprezəˈveɪʃ(ə)n
章11-2,authority,n. 权威；官方机构；权力；权威人士；当局；,ɔːˈθɒrəti
章11-2,flamingo,n. 火烈鸟,fləˈmɪŋɡəʊ
章11-2,trails,n.足迹,treɪlz
章11-2,altitude,n. 海拔；高度；,ˈæltɪtjuːd
章11-2,vegetation,n. 植被；（统称）植物；,ˌvedʒəˈteɪʃ(ə)n
章11-2,calligraphy,n. 书法；笔迹,kəˈlɪɡrəfi
章11-2,layout,n. 布局；布置；,ˈleɪaʊt
章11-2,format,n. 格式； v. 格式化；,ˈfɔːmæt
章11-2,flooding,n. 洪水泛滥； v. 淹没；“flood”的现在分词；,ˈflʌdɪŋ
章11-2,rural,adj. 农村的；乡村的；,ˈrʊərəl
章11-2,hard-working,adj. 勤勉的；努力工作的,ˌhɑːd ˈwɜːkɪŋ
章11-2,torch,n. 手电筒；,tɔːtʃ
章11-2,sack,n. 袋子； v. 劫掠；,sæk
章11-2,souvenirs,n. 纪念品；“souvenir“的复数,suːvəˈnɪəz
章11-2,funnel,n. 漏斗； v. 输送；,ˈfʌn(ə)l
章11-2,rendezvous,n. 会合地点；约会；集会,ˈrɒndɪvuː
章11-2,vetting,v. 检查；“vet”的现在分词,ˈvetɪŋ
章11-2,acknowledgement,n. 承认；感谢；致谢,əkˈnɒlɪdʒmənt
章11-2,wildlife,n. 野生生物；,ˈwaɪldlaɪf
章11-2,hostel,n. （校外）学生宿舍；旅社；招待所；,ˈhɒst(ə)l
章11-2,water-ride,激流勇进,ˈwɔːtə raɪd
章11-2,rollercoaster,n.过山车,ˈrəʊləˌkəʊstə(r)
章11-2,anniversary,n. 周年纪念日,ˌænɪˈvɜːsəri
章11-2,committee,n. 委员会,kəˈmɪti
章11-2,off-peak,adj.非高峰的,ˌɒf ˈpiːk
章11-2,towel,n. 毛巾；手巾；,ˈtaʊəl
章11-2,all-in,adj.包括一切的,ˌɔːl ˈɪn
章11-2,hovercraft,n. 气垫船,ˈhɒvəkrɑːft
章11-2,roadworthy,adj.适合上路的,ˈrəʊdwɜːði
章11-2,overfill,v. 把...装得溢出,ˈəʊvəˈfɪl
章11-2,archaeology,n. 考古学,ˌɑːkiˈɒlədʒi
章11-2,classification,n. 分类；分级；,ˌklæsɪfɪˈkeɪʃ(ə)n
章11-2,coursework,n. 课程作业,ˈkɔːswɜːk
章11-2,cranberry,n. 越橘；小红莓；蔓越莓；蔓越橘,ˈkrænbəri
章11-2,documentary,n. 纪录片； adj. 文书的；,ˌdɒkjuˈmentri
章11-2,dustbin,n. 垃圾桶,ˈdʌstbɪn
章11-2,garbage,n. 垃圾；废物；,ˈɡɑːbɪdʒ
章11-2,dirt,n. 污垢；泥土；,dɜːt
章11-2,fernery,n.蕨类植物,ˈfɜːnəri
章11-2,corrections,n. 修改；校正；,kəˈrekʃnz
章11-2,theoretical,adj. 理论的,ˌθɪəˈretɪk(ə)l
章11-2,region,n. 地区；区域；,ˈriːdʒən
章11-2,assignment,n. 作业；任务；,əˈsaɪnmənt
章11-2,miniature,adj. 微型的； n. 微型画；小型模型；,ˈmɪnətʃə(r)
章11-2,biscuit,n. 饼干,ˈbɪskɪt
章11-2,meadow,n. 草地；牧场,ˈmedəʊ
章11-2,digestive,adj. 消化的；,daɪˈdʒestɪv
章11-2,fertilizer,n. 肥料,ˈfɜːtəlaɪzə(r)
章11-2,rabbit,n. 兔子,ˈræbɪt
章11-2,trash,n. 垃圾；无价值的东西；,træʃ
章11-2,nutrition,n. 营养；滋养；,njuˈtrɪʃ(ə)n
章11-2,aging,n. 变老；老化； v. “age”的现在分词；,ˈeɪdʒɪŋ
章11-2,hothouse,n. 温室；暖房；,ˈhɒthaʊs
章11-2,habitat,n. 栖息地；居留地；产地；,ˈhæbɪtæt
章11-2,procedure,n. 步骤；程序；手续；,prəˈsiːdʒə(r)
章11-2,budget,n. 预算；预算金额； adj. 廉价的；花钱少的； v. 为 ... 做预算；,ˈbʌdʒɪt
章11-2,proposal,n. 提案；建议；,prəˈpəʊz(ə)l
章11-2,pavement,n. 人行道；路面；,ˈpeɪvmənt
章11-2,restriction,n. 限制；,rɪˈstrɪkʃ(ə)n
章11-2,cookery,n. 烹调法；烹调术；,ˈkʊkəri
章11-2,calorie,n. 卡路里,ˈkæləri
章11-2,noticeable,adj. 显而易见的；,ˈnəʊtɪsəb(ə)l
章11-2,visibility,n. 可见性；能见度；,ˌvɪzəˈbɪləti
章11-2,congestion,n. 堵塞；,kənˈdʒestʃən
章11-2,fume,v. 生气；用烟熏；冒烟 n. 烟雾；烟气；愤怒；烦恼,fjuːm
章11-2,modify,v. 更改；,ˈmɒdɪfaɪ
章11-2,fortune,n. 财产；运气；,ˈfɔːtʃuːn
章11-2,reptile,n. 爬行动物；,ˈreptaɪl
章11-2,territory,n. 领土；领域；,ˈterətri
章11-2,monogamous,adj. 一夫一妻制的；,məˈnɒɡəməs
章11-2,avoidance,n. 避免,əˈvɔɪdəns
章11-2,aspiration,n. 渴望；,ˌæspəˈreɪʃ(ə)n
章11-2,aerobic,adj. 需氧的；好氧的；有氧的；,eəˈrəʊbɪk
章11-2,expedition,n. 探险；远征；,ˌekspəˈdɪʃ(ə)n
章11-2,math,n. 数学,mæθ
章11-2,phonebook,n.电话簿,ˈfəʊnˌbʊk
章11-2,nitrogen,n. 氮,ˈnaɪtrədʒən
章11-2,rack,n. 架子；支架；齿条；破坏 v. 折磨；使痛苦；放在架上；累计（得分）,ræk
章11-2,eggplant,n. 茄子,ˈeɡplɑːnt
章11-2,shellfish,n. 水生有壳动物,ˈʃelfɪʃ
章11-2,bakery,n. 面包房；面包店；,ˈbeɪkəri
章11-2,adviser,n. 顾问；,ədˈvaɪzə(r)
章11-2,vehicle,n. 车辆；交通工具；媒介；,ˈviːək(ə)l
章11-2,lorry,n. 卡车；载重汽车；,ˈlɒri
章11-2,inconvenience,n. 不便；,ˌɪnkənˈviːniəns
章11-2,module,n. 模块；单元；舱；,ˈmɒdjuːl
章11-2,newsagent's,n.报刊亭,ˈnjuːzˌeɪdʒənts
章11-2,promotion,n. 促进；提升；推广；,prəˈməʊʃ(ə)n
章11-2,transformation,n. 转化；,ˌtrænsfəˈmeɪʃ(ə)n
章11-2,petitions,n.请恩书,pɪˈtɪʃnz
章11-2,occasional,adj. 偶然的；不时的；,əˈkeɪʒən(ə)l
章11-2,boundary,n. 分界线；边界；,ˈbaʊnd(ə)ri
章11-2,visible,adj. 看得见的；显眼的；,ˈvɪzəb(ə)l
章11-2,maze,n. 迷宫；错综复杂的曲径；,meɪz
章11-2,circular,adj. 圆圈的；环形的；循环的；,ˈsɜːkjələ(r)
章11-2,hedges,n. 灌木篱笆；（复数）对冲；,ˈedʒɪz
章11-2,gardeners,n.园丁,ˈɡɑːdənəz
章11-2,scheme,n. 阴谋；计划；,skiːm
章11-2,warden,n. 监狱长；看守人,ˈwɔːd(ə)n
章11-2,minority,n. 少数；少数民族；,maɪˈnɒrəti
章11-2,supportive,adj. 支持的；支援的；给予帮助的；,səˈpɔːtɪv
章11-2,fantastic,adj. 极好的；奇异的；,fænˈtæstɪk
章11-2,destinations,n.目的地,ˌdestɪˈneɪʃnz
章11-2,fascinating,adj. 极有吸引力的；,ˈfæsɪneɪtɪŋ
章11-2,option,n. 选项；选择；,ˈɒpʃ(ə)n
章11-2,supplement,v. 补充； n. 补充物；附加费；,ˈsʌplɪmənt
章11-2,alternative,n. 供替代的选择； adj. 供选择的；,ɔːlˈtɜːnətɪv
章11-2,parliament,n. 国会；议会；,ˈpɑːləmənt
章11-2,promenade,n. 步行区；,ˌprɒməˈnɑːd
章11-2,highlight,v. 突出；强调；高光； n. 最突出的部分；,ˈhaɪlaɪt
章11-2,medieval,adj. 中世纪的；中古的；,ˌmediˈiːv(ə)l
章11-2,subcommittee,n. 小组委员会,ˈsʌbkəmɪti
章11-2,overview,n. 概述；概况；,ˈəʊvəvjuː
章11-2,assortment,n. 各式各样；,əˈsɔːtmənt
章11-2,ramp,n. 坡道；,ræmp
章11-2,constant,adj. 恒定的；不变的；持续的；,ˈkɒnstənt
章11-2,bend,n. 弯曲处； v. （使）弯曲；,bend
章11-2,stream,n. 流；溪；,striːm
章11-2,irrespective,adv. 不顾；,ˌɪrɪˈspektɪv
章11-2,disastrous,adj. 灾难性的,dɪˈzɑːstrəs
章11-2,tropical,adj. 热带的,ˈtrɒpɪk(ə)l
章11-2,grateful,adj. 感激的；,ˈɡreɪtf(ə)l
章11-2,solar pump,n. 太阳能泵；利用太阳能驱动的水泵,ˈsəʊlə pʌmp
章11-2,urban garden,n. 城市花园；指在城市环境中开辟的用于种植植物或蔬菜的园地,ˈɜːbən ˈɡɑːdn
章11-2,visitor centre,n.游客中心,ˈvɪzɪtə(r) ˈsɛntə(r)
章11-2,special feature,n. 特别节目；特色功能；特辑,ˈspeʃ(ə)l ˈfiːtʃə(r)
章11-2,unaccompanied children,n. 无人陪伴的儿童；无成人陪同的未成年人,/ˌʌnəˈkʌmpənid ˈtʃɪldrən/
章11-2,under age children,未适龄儿童,/ˌʌndər ˈeɪdʒ ˈtʃɪldrən/
章11-2,racing car,n. 赛车；竞赛用汽车,ˈreɪsɪŋ kɑː(r)
章11-2,comment card,phrase. 意见卡,ˈkɒment kɑːd
章11-2,booking form,phrase. 订票表格,ˈbʊkɪŋ fɔːm
章11-2,cabin keys,noun. 小屋的钥匙；舱室的钥匙,ˈkæbɪn kiːz
章11-2,room services,n. 客房服务,ˈruːm ˈsɜːvɪsɪz
章11-2,after formality,短语. 在正式程序之后；在礼节性手续完成后,ˈɑːftə ˈfɔːməlti
章11-2,music video,n. 音乐短片,ˈmjuːzɪk vɪdiəʊ
章11-2,camera man,n. 摄影师；摄像师（负责操作摄像机的专业人员）,ˈkæmərə mæn
章11-2,traffic noise,phrase. 交通噪音,ˈtræfɪk nɔɪz
章11-2,sculpture garden,n. 雕塑花园；陈列雕塑作品的户外园林,ˈskʌlptʃə ˈɡɑːdn
章11-2,oil painting,phrase. 油画艺术；油画,ˈɔɪl peɪntɪŋ
章11-2,quarantine service,n. 检疫服务；隔离检疫部门,ˈkwɒrəntiːn ˈsɜːvɪs
章11-2,postal items,n. 邮政物品；邮递物件,ˈpəʊstl ˈaɪtəmz
章11-2,plant seeds,v. 播种；种植种子,plɑːnt siːdz
章11-2,live music,phrase. 现场音乐,laɪv ˈmjuːzɪk
章11-2,meeting point,n. 会合点；集合地点；会面地点,ˈmiːtɪŋ pɔɪnt
章11-2,craft fair,n. 手工艺品展览会；手作市集,krɑːft feə(r)
章11-2,fringe stage,n. 边缘舞台；非主流表演场地（通常指在艺术节等活动中非正式或小型的演出场所）,frɪn(d)ʒ steɪdʒ
章11-2,exhibitor entrance,n. 展商入口；参展商进入的通道,ɪɡˈzɪbɪtə ˈentrəns
章11-2,arm badge,phrase. 臂章,ɑːm bædʒ
章11-2,academic record,phrase. 学业成绩,ˌækəˈdemɪk ˈrekɔːd
章11-2,class representative,phrase. 班级代表,klɑːs ˌreprɪˈzentətɪv
章11-2,local artists,n. 本地艺术家；当地艺人,/ˈləʊ.kəl ˈɑː.tɪsts/
章11-2,river taxi,n. 水上出租车；河上的士（在河流或水道中运营的载客小艇）,ˈrɪvə ˈtæksi
章11-2,traffic jam,phrase. 交通堵塞,ˈtræfɪk dʒæm
章11-2,traffic lights,n. 交通信号灯；红绿灯,ˈtræfɪk laɪts
章11-2,calling fee,n. 通话费；电话费,ˈkɔːlɪŋ fiː
章11-2,computer breakdown,n. 计算机故障；电脑崩溃,kəmˈpjuːtə breɪkdaʊn
章11-2,express trains,phrase. 特快列车,ɪkˈspres treɪnz
章11-2,high winds,n. 强风；大风,/haɪ wɪndz/
章11-2,self-cafeteria,自助餐厅,ˌself səˈvɪs ˌkæfəˈtɪəriə
章11-2,local hero,n. 本地英雄；当地名人；深受当地人崇拜或尊敬的人物,ˈləʊkl ˈhɪərəʊ
章11-2,european painting,n. 欧洲绘画,juːˈrəʊpɪən ˈpeɪntɪŋ
章11-2,learning zone,phrase. 学习区,ˈlɜːnɪŋ zəʊn
章11-2,historical photograph,phrase. 历史照片,hɪˈstɒrɪk(ə)l ˈfəʊtəɡrɑːf
章11-2,cinema zone,n. 电影院区域；电影放映区,ˈsɪnəmə zəʊn
章11-2,coffee shop,n. 咖啡馆；咖啡店,ˈkɒfi ʃɒp
章11-2,garden tools,phrase. 园林工具,ˈɡɑːd(ə)n tuːlz
章11-2,garden pots,n. 花园用的花盆；种植花卉或植物的容器,ˈɡɑːdn pɒts
章11-2,tap water,phrase. 自来水；非蒸馏水,ˈtæp wɔːtə(r)
章11-2,professional knowledge,n. 专业知识；专业技能知识,/prəˈfɛʃ(ə)n(ə)l ˈnɒlɪdʒ/
章11-2,special buses,phrase. 专线汽车,ˈspeʃ(ə)l ˈbʌsɪz
章11-2,education facilities,n. 教育设施；教育机构提供的用于教学和支持学习的各种资源和场所,/ˌɛdʒʊˈkeɪʃən fəˈsɪlɪtiz/
章11-2,order form,n. 订货单；订购表格,ˈɔːdə fɔːm
章11-2,check number,n. 支票号码；核对数字,tʃek ˈnʌmbə(r)
章11-2,signed delivery note,n. 已签署的交货单；指收货方签字确认收到货物的单据,/saɪnd dɪˈlɪvəri nəʊt/
章11-2,unappealing appearance,adj. 缺乏吸引力的外观；不讨人喜欢的外表,ˌʌnəˈpiːlɪŋ
章11-2,black swans,n. 黑天鹅（指极罕见且难以预测的重大事件，常用于比喻出人意料的突发事件）,blæk swɒnz
章11-2,historical exhibition,n. 历史展览；展示历史文物或事件的展出活动,/hɪˈstɒrɪkəl ˌɛksɪˈbɪʃən/
章11-2,hot meal,n. 热餐；热的饭菜,hɒt miːl
章11-2,head office,phrase. 总部；总公司,ˌhed ˈɒfɪs
章11-2,music room,n. 音乐教室；音乐室,ˈmjuːzɪk ruːm
章11-2,classroom tour,phrase. 教室游,ˈklɑːsruːm tʊə
章11-2,tea and coffee,n. 茶和咖啡（两种常见饮品）,tiː ənd ˈkɒfi
章11-2,chess club,n. 国际象棋俱乐部；下棋社团,tʃes klʌb
章11-2,monthly magazines,n. 月刊杂志；每月出版的期刊,ˈmʌnθli ˈmæɡəziːnz
章11-2,animal life,phrase. 动物生活,ˈænɪm(ə)l laɪf
章11-2,social event,phrase. 社交活动,ˈsəʊʃ(ə)l ɪˈvent
章11-2,annual report,phrase. 年度报告,ˈænjuəl rɪˈpɔːt
章11-2,spare socks,phrase. 备用袜子,speə sɒks
章11-2,total block,n. 完全阻断；全面封锁,ˈtəʊtl blɒk
章11-2,local museum,phrase. 本地博物馆,ˈləʊk(ə)l mjuˈziːəm
章11-2,secondary project,n. 次要项目；辅助性工程,/ˈsɛkənd(ə)ri ˈprɒdʒɛkt/
章11-2,late afternoon,n. 傍晚；下午较晚的时段（通常指下午3点至6点左右）,/leɪt ˌɑːf.təˈnuːn/
章11-2,back entrance,n. 后门；后部入口,bæk ˈentrəns
章11-2,storage space,phrase. 存储空间,ˈstɔːrɪdʒ speɪs
章11-2,emergency button,n. 紧急按钮；应急按钮（用于在紧急情况下迅速触发警报或求助的装置）,ɪˈmɜːdʒənsi ˈbʌtn
章11-2,hot spring,phrase. 温泉,hɒt sprɪŋ
章11-2,disabled people,n. 残疾人；身体或精神有障碍的人群,dɪˈseɪbld ˈpiːpəl
章11-2,specific period,n. 特定的时期,spɪˈsɪfɪk ˈpɪərɪəd
章11-2,minimum period,n. 最短期限；最小周期；最低期限,ˈmɪnɪməm ˈpɪərɪəd
章11-2,health check,phrase. 体检,ˈhelθ tʃek
章11-2,sports equipment,phrase. 运动器材,spɔːts ɪˈkwɪpmənt
章11-2,town hall,phrase. 市政厅,ˌtaʊn ˈhɔːl
章11-2,baby kangaroo,n. 小袋鼠；幼年袋鼠,ˈbeɪbi ˌkæŋɡəˈruː
章11-2,part-time job,phrase. 兼职工作,pɑːt taɪm dʒɒb
章11-2,business courses,n. 商业课程；商务课程（指教授商业管理、市场营销、财务等相关知识的课程）,ˈbɪznəs ˈkɔːsɪz
章11-2,senior staff,n. 高级职员；资深员工,ˈsiːnɪə(r) stæf
